Ticket Number,License Plate Number,License Plate State,License Plate Type,Ticket Make,Issue Date,Violation Location,Violation Code,Violation Description,Badge,Unit,Ticket Queue,Hearing Dispo,Latitude,Longitude,Ward,Violation Street
60598962,6740TX,IL,TXI,FORD,2011-09-07 06:21:00,6829 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Liable,42.005582000000004,-87.680249,49,N RIDGE
60032098,18018TX,IL,TXI,FORD,2011-09-27 06:29:00,7430 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.016495,-87.684297,49,N RIDGE
60598512,569TX,IL,TXI,FORD,2011-10-26 06:19:00,6908 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006485999999995,-87.68083399999999,50,N RIDGE
60670281,6948TX,IL,TXI,FORD,2012-02-10 06:29:00,7236 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.012932,-87.68335,49,N RIDGE
61065872,29513TX,IL,TXI,CHEV,2012-07-12 06:22:00,6972 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.007083,-87.68106,50,N RIDGE
61808343,2288TX,IL,TXI,FORD,2012-08-03 06:17:00,7200 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.012322,-87.683086,49,N RIDGE
61862013,183TX,IL,TXI,FORD,2012-08-14 06:12:00,6916 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006561,-87.680859,50,N RIDGE
62038924,29573TX,IL,TXI,FORD,2012-11-23 06:20:00,7240 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Liable,42.013002,-87.683368,49,N RIDGE
62870397,149TX,IL,TXI,SCIO,2013-02-25 13:00:00,7544 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",8730,24,Dismissed,Not Liable,42.018528,-87.684596,49,N RIDGE
62926450,6610TX,IL,TXI,FORD,2013-04-22 04:17:00,6921 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",6770,24,Paid,Did Not Challenge,42.006646999999994,-87.680752,49,N RIDGE
63544646,5251TX,IL,TXI,TOYT,2013-11-14 06:05:00,6312 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,41.995876,-87.675942,40,N RIDGE
65068628,32806TX,IL,TXI,TOYT,2014-08-02 08:12:00,7459 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",19399,24,Paid,Did Not Challenge,42.017231,-87.684292,49,N RIDGE
65068908,1695TX,IL,TXI,NISS,2014-08-13 11:45:00,6803 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",4059,24,Paid,Did Not Challenge,42.005255,-87.680109,49,N RIDGE
65068924,1009TX,IL,TXI,TOYT,2014-08-20 07:17:00,7306 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",4059,24,Dismissed,Not Liable,42.014192,-87.683805,49,N RIDGE
56062234,5318TX,IL,TXI,FORD,2009-02-02 16:12:00,6950 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18492,24,Paid,Did Not Challenge,42.006878,-87.68099000000001,50,N RIDGE
56215283,6433TX,IL,TXI,FORD,2009-03-19 06:10:00,6341 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Liable,41.996748,-87.676171,40,N RIDGE
57378976,830TX,IL,TXI,FORD,2009-09-27 08:30:00,6816 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",11298,24,Paid,Liable,42.005382,-87.680311,50,N RIDGE
57823574,26627TX,IL,TXI,MERC,2009-11-16 07:20:00,6426 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,DOR Withdraw,41.998439000000005,-87.677132,50,N RIDGE
58845539,4930TX,IL,TXI,FORD,2010-10-29 06:21:00,6945 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.00687,-87.680829,49,N RIDGE
59449133,3009TX,IL,TXI,FORD,2011-02-10 06:24:00,6901 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006436,-87.680737,49,N RIDGE
59451301,1841TX,IL,TXI,FORD,2011-02-21 06:36:00,7547 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Liable,42.01887,-87.68457,49,N RIDGE
59529085,18018TX,IL,TXI,FORD,2011-04-12 06:23:00,7409 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.01636,-87.6842,49,N RIDGE
59659041,2872TX,IL,TXI,FORD,2011-04-26 06:20:00,6822 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.005458000000004,-87.680366,50,N RIDGE
61807115,2288TX,IL,TXI,FORD,2012-07-24 06:15:00,7239 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.013006,-87.683214,49,N RIDGE
61853448,6799TX,IL,TXI,FORD,2012-09-25 06:24:00,6920 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Liable,42.006598,-87.680894,50,N RIDGE
61855946,183TX,IL,TXI,FORD,2012-09-21 06:17:00,6918 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006578999999995,-87.68086600000001,50,N RIDGE
62037065,4504TX,IL,TXI,CHEV,2012-11-20 06:31:00,6025 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Did Not Challenge,41.991157,-87.67264499999999,40,N RIDGE
62038268,4504TX,IL,TXI,TOYT,2012-11-26 18:20:00,6031 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Did Not Challenge,41.991233,-87.672761,40,N RIDGE
63630233,2859TX,IL,TXI,NISS,2013-09-03 07:10:00,7074 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.009769,-87.682208,50,N RIDGE
63630908,2859TX,IL,TXI,NISS,2013-08-30 07:15:00,7102 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.011258000000005,-87.682789,50,N RIDGE
64130936,1034TX,IL,TXI,SCIO,2014-01-29 06:20:00,6959 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.007001,-87.680874,49,N RIDGE
63644732,5944TX,IL,TXI,TOYT,2014-01-14 06:15:00,6919 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.006628000000006,-87.680724,49,N RIDGE
65068622,4660TX,IL,TXI,TOYT,2014-07-27 08:56:00,7119 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",19399,24,Notice,Did Not Challenge,42.011453,-87.68268499999999,49,N RIDGE
65176786,3365TX,IL,TXI,FORD,2014-08-07 08:51:00,6916 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",19399,24,Notice,Did Not Challenge,42.006561,-87.680859,50,N RIDGE
56134513,1936TX,IL,TXI,FORD,2009-02-03 04:36:00,6828 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",10429,24,Paid,Did Not Challenge,42.005533,-87.680391,50,N RIDGE
58844558,3886TX,IL,TXI,SCIO,2010-10-11 06:51:00,7540 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Stricken,42.018467,-87.684591,49,N RIDGE
58844433,2TX,IL,TXI,SCIO,2010-10-12 06:27:00,6932 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Liable,42.00671,-87.680932,50,N RIDGE
58965659,5857TX,IL,TXI,TOYT,2010-11-18 07:10:00,6910 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.006505,-87.68084,50,N RIDGE
58962002,5598TX,IL,TXI,FORD,2010-12-10 06:28:00,6913 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006572,-87.680705,49,N RIDGE
59450260,4356TX,IL,TXI,FORD,2011-03-09 11:37:00,7333 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.014994,-87.683942,49,N RIDGE
59997883,1162TX,IL,TXI,FORD,2011-07-26 07:20:00,6312 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,41.995876,-87.675942,40,N RIDGE
60598632,6827TX,IL,TXI,FORD,2011-08-18 06:21:00,6908 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006485999999995,-87.68083399999999,50,N RIDGE
60598843,6827TX,IL,TXI,FORD,2011-09-01 06:13:00,6940 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006784,-87.68095799999999,50,N RIDGE
60595361,1903TX,IL,TXI,TOYT,2011-08-24 07:15:00,6432 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.998554,-87.677182,50,N RIDGE
60595472,1176TX,IL,TXI,FORD,2011-08-30 07:10:00,6906 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.006467,-87.68082700000001,50,N RIDGE
60155833,2116TX,IL,TXI,FORD,2011-09-16 06:29:00,7310 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.014309000000004,-87.683856,49,N RIDGE
60275442,2TX,IL,TXI,SCIO,2011-11-02 06:20:00,6908 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,Not Liable,42.006485999999995,-87.68083399999999,50,N RIDGE
60371322,11111TX,IL,TXI,CHEV,2011-12-05 06:16:00,7028 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.009254,-87.68207199999999,50,N RIDGE
60671153,6948TX,IL,TXI,FORD,2012-02-14 06:43:00,7246 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.013107,-87.683396,49,N RIDGE
61072129,2632TX,IL,TXI,TOYT,2012-03-21 06:24:00,6925 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006684,-87.68076500000001,49,N RIDGE
61076404,2949TX,IL,TXI,FORD,2012-04-04 06:20:00,7226 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.012758000000005,-87.683304,49,N RIDGE
61984379,6225TX,IL,TXI,NISS,2012-09-24 07:25:00,6326 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.996287,-87.676086,40,N RIDGE
62038464,1445TX,IL,TXI,SCIO,2012-11-22 06:15:00,6426 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.998439000000005,-87.677132,50,N RIDGE
62037078,2283TX,IL,TXI,FORD,2012-11-21 18:31:00,6053 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Liable,41.99152,-87.673423,40,N RIDGE
63862258,31670TX,IL,TXI,TOYT,2013-11-28 08:05:00,6950 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,42.006878,-87.68099000000001,50,N RIDGE
65068619,6875TX,IL,TXI,FORD,2014-07-26 12:06:00,7333 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",19399,24,Paid,Did Not Challenge,42.014994,-87.683942,49,N RIDGE
65935382,6327TX,IL,TXI,FORD,2015-06-03 03:01:00,7029 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",13936,24,Paid,Did Not Challenge,42.009291999999995,-87.681927,49,N RIDGE
56216113,1222TX,IL,TXI,MERC,2009-03-16 07:05:00,7526 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,42.018254,-87.684562,49,N RIDGE
56215262,763TX,IL,TXI,FORD,2009-03-18 07:15:00,6826 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.005508,-87.68038299999999,50,N RIDGE
57075158,763TX,IL,TXI,FORD,2009-06-05 02:50:00,7057 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",11844,24,Paid,Liable,42.009606,-87.68200999999999,49,N RIDGE
58840986,6693TX,IL,TXI,FORD,2010-09-24 06:42:00,7063 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.009673,-87.682028,49,N RIDGE
58844430,3981TX,IL,TXI,MERC,2010-10-11 09:29:00,7204 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.012375,-87.683176,49,N RIDGE
58961701,3123TX,IL,TXI,FORD,2010-12-15 06:29:00,6825 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.005531,-87.68023199999999,49,N RIDGE
59126758,4728TX,IL,TXI,FORD,2011-01-14 06:27:00,7117 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,Not Liable,42.011433000000004,-87.68267900000001,49,N RIDGE
58967224,214TX,IL,TXI,FORD,2011-01-14 11:40:00,6828 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.005533,-87.680391,50,N RIDGE
59127626,2899TX,IL,TXI,FORD,2011-02-04 06:36:00,6820 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,DOR Withdraw,42.005433000000004,-87.680357,50,N RIDGE
59451263,6031TX,IL,TXI,FORD,2011-02-28 06:26:00,2061 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,Not Liable,41.983621,-87.66006800000001,48,N RIDGE
59988893,6799TX,IL,TXI,FORD,2011-08-01 06:26:00,6951 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.006926,-87.680848,49,N RIDGE
60029332,6827TX,IL,TXI,FORD,2011-08-16 06:13:00,6908 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006485999999995,-87.68083399999999,50,N RIDGE
60156191,2696TX,IL,TXI,FORD,2011-09-14 07:16:00,7200 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.012322,-87.683086,49,N RIDGE
60455829,6948TX,IL,TXI,CHEV,2012-01-25 06:30:00,7234 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Notice,Did Not Challenge,42.012898,-87.683341,49,N RIDGE
61072595,5786TX,IL,TXI,FORD,2012-03-27 06:15:00,6430 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.998515999999995,-87.67716800000001,50,N RIDGE
61984368,5185TX,IL,TXI,MERC,2012-09-24 07:05:00,7350 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,42.015283000000004,-87.684191,49,N RIDGE
61984221,5185TX,IL,TXI,MERC,2012-10-31 18:28:00,7421 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Dismissed,Not Liable,42.016538,-87.684225,49,N RIDGE
62038835,2920TX,IL,TXI,TOYT,2012-11-27 06:35:00,7353 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Liable,42.015372,-87.68406800000001,49,N RIDGE
62506434,3386TX,IL,TXI,FORD,2013-01-21 07:03:00,6464 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",8730,24,Paid,Did Not Challenge,41.999173,-87.67739499999999,50,N RIDGE
62036707,1278TX,IL,TXI,TOYT,2012-11-29 06:10:00,7255 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Did Not Challenge,42.013284999999996,-87.68328699999999,49,N RIDGE
63629584,849TX,IL,TXI,FORD,2013-09-26 06:32:00,7311 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",18004,24,Paid,Did Not Challenge,42.014346999999994,-87.683711,49,N RIDGE
63629110,1953TX,IL,TXI,FORD,2013-11-04 07:20:00,6456 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,41.999018,-87.677341,50,N RIDGE
64131144,5472TX,IL,TXI,TOYT,2014-01-27 06:15:00,6975 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.00715,-87.680925,49,N RIDGE
64255025,1034TX,IL,TXI,SCIO,2014-03-06 06:10:00,6949 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.006908,-87.680842,49,N RIDGE
65178082,6691TX,IL,TXI,TOYT,2014-08-26 12:20:00,6825 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",4059,24,Dismissed,Not Liable,42.005531,-87.68023199999999,49,N RIDGE
65815205,476TX,IL,TXI,TOYT,2015-04-11 08:14:00,6941 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",16484,24,Paid,Did Not Challenge,42.006833,-87.68081600000001,49,N RIDGE
55949377,781TX,IL,TXI,FORD,2009-01-12 03:05:00,7460 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14755,24,Paid,Liable,42.017081,-87.68443,49,N RIDGE
55949364,4772TX,IL,TXI,MERC,2009-01-19 08:28:00,6953 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",13495,24,Paid,Did Not Challenge,42.006945,-87.68085400000001,49,N RIDGE
56827103,4947TX,IL,TXI,FORD,2009-06-15 03:23:00,6915 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",9190,24,Paid,Did Not Challenge,42.006591,-87.680711,49,N RIDGE
57823065,3454TX,IL,TXI,FORD,2009-11-10 07:10:00,6826 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Liable,42.005508,-87.68038299999999,50,N RIDGE
57823171,6221TX,IL,TXI,FORD,2009-11-19 06:30:00,6332 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.996463,-87.676148,40,N RIDGE
58616535,3598TX,IL,TXI,FORD,2010-08-05 09:45:00,6909 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,42.006535,-87.68069200000001,49,N RIDGE
58844434,5634TX,IL,TXI,FORD,2010-10-12 06:30:00,7441 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,Not Liable,42.016903000000006,-87.684264,49,N RIDGE
58967251,37TX,IL,TXI,FORD,2010-11-23 06:15:00,6363 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,41.997304,-87.67653,40,N RIDGE
58962061,1631TX,IL,TXI,MERC,2010-12-13 06:33:00,6901 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Liable,42.006436,-87.680737,49,N RIDGE
58961703,4552TX,IL,TXI,FORD,2010-12-15 06:33:00,6940 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,Not Liable,42.006784,-87.68095799999999,50,N RIDGE
58961704,4462TX,IL,TXI,FORD,2010-12-15 06:35:00,7210 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.012479,-87.683212,49,N RIDGE
59010544,1080TX,IL,TXI,FORD,2010-12-20 06:46:00,7248 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.013141999999995,-87.68340500000001,49,N RIDGE
59127597,6122TX,IL,TXI,FORD,2011-02-04 06:43:00,7120 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Dismissed,DOR Withdraw,42.011435,-87.682852,50,N RIDGE
60155190,1176TX,IL,TXI,MERC,2011-09-02 07:15:00,6920 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17382,24,Paid,Did Not Challenge,42.006598,-87.680894,50,N RIDGE
60274089,977TX,IL,TXI,FORD,2011-11-04 12:20:00,7200 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.012322,-87.683086,49,N RIDGE
62041876,522TX,IL,TXI,NISS,2012-11-14 07:15:00,6510 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.000062,-87.677859,50,N RIDGE
62038426,17TX,IL,TXI,FORD,2012-11-15 07:15:00,6910 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,42.006505,-87.68084,50,N RIDGE
63644703,6448TX,IL,TXI,FORD,2014-01-10 06:15:00,6347 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.996840999999996,-87.676312,40,N RIDGE
64255303,5220TX,IL,TXI,TOYT,2014-03-11 06:15:00,6834 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Dismissed,Not Liable,42.005608,-87.680417,50,N RIDGE
64255306,4971TX,IL,TXI,TOYT,2014-03-11 06:15:00,6955 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,42.006964,-87.680861,49,N RIDGE
64255314,22296TX,IL,TXI,TOYT,2014-03-11 06:30:00,7310 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Define,Did Not Challenge,42.014309000000004,-87.683856,49,N RIDGE
55951330,5998TX,IL,TXI,FORD,2009-01-02 00:01:00,6912 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",9190,24,Paid,Did Not Challenge,42.006523,-87.680846,50,N RIDGE
56298242,2236TX,IL,TXI,FORD,2009-04-09 08:35:00,6827 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",13495,24,Paid,Did Not Challenge,42.005557,-87.68024100000001,49,N RIDGE
58256255,27073TX,IL,TXI,FORD,2010-04-19 12:40:00,6325 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.996278000000004,-87.675924,40,N RIDGE
58343995,582TX,IL,TXI,FORD,2010-06-07 07:15:00,6966 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.007027,-87.68104100000001,50,N RIDGE
58343476,6152TX,IL,TXI,FORD,2010-06-09 07:10:00,6312 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Notice,Did Not Challenge,41.995876,-87.675942,40,N RIDGE
60029331,1176TX,IL,TXI,MERC,2011-08-16 06:12:00,6900 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006436,-87.680737,49,N RIDGE
60599111,1176TX,IL,TXI,MERC,2011-08-22 06:26:00,6918 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",14334,24,Paid,Did Not Challenge,42.006578999999995,-87.68086600000001,50,N RIDGE
61062225,1841TX,IL,TXI,TOYT,2012-05-28 06:20:00,7540 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.018467,-87.684591,49,N RIDGE
61981147,2811TX,IL,TXI,FORD,2012-10-16 07:10:00,6920 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.006598,-87.680894,50,N RIDGE
62041165,1407TX,IL,TXI,TOYT,2012-11-21 06:15:00,6359 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,41.997262,-87.67639399999999,40,N RIDGE
62931130,6272TX,IL,TXI,SCIO,2013-05-20 07:10:00,7106 N RIDGE,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17392,24,Paid,Did Not Challenge,42.011297,-87.682799,50,N RIDGE
